Artist,Album,Song,Year,Lyrics
The National,Think You Can Wait Exile Vilify,Exile Vilify,0,"<div class=""lyrics"">
<!--sse-->
<p>[Verse 1]<br/>
Exile<br/>
It takes your mind again<br/>
Exile<br/>
It takes your mind again<br/>
You've got suckers' luck<br/>
Have you given up?<br/>
<br/>
[Refrain]<br/>
Does it feel like a trial?<br/>
Does it trouble your mind the way you trouble mine?<br/>
<br/>
[Verse 2]<br/>
Exile<br/>
It takes your mind again<br/>
Exile<br/>
It takes your mind again<br/>
Oh, you meant so much<br/>
Have you given up?<br/>
<br/>
[Refrain]<br/>
Does it feel like a trial?<br/>
Does it trouble your mind the way you trouble mine?<br/>
Does it feel like a trial?<br/>
Now you're thinking too fast<br/>
You're like marbles on glass<br/>
<br/>
[Chorus]<br/>
Vilify<br/>
Don't even try<br/>
Vilify<br/>
Don't even try<br/>
<br/>
[Verse 3]<br/>
You've got suckers' luck<br/>
Have you given up?<br/>
Does it feel like a trial?<br/>
Does it trouble your mind the way you trouble mine?<br/>
Does it feel like a trial?<br/>
Did you fall for the same empty answers again?<br/>
<br/>
[Extended Chorus]<br/>
Vilify<br/>
Don't even try<br/>
Vilify<br/>
Don't even try<br/>
Vilify<br/>
Don't even try<br/>
Vilify</p>
<!--/sse-->
</div>"
The National,Daytrotter Session,Lucky You,0,"<div class=""lyrics"">
<!--sse-->
<p>[Verse 1]<br/>
Every time you get a drink<br/>
And every time you go to sleep<br/>
Are those dreams inside your head?<br/>
Is that sunlight on your bed?<br/>
<br/>
[Verse 2]<br/>
Every time you're driving home<br/>
Way outside your safety zone<br/>
Wherever you will ever be<br/>
You're never getting rid of me<br/>
<br/>
[Chorus]<br/>
You own me<br/>
There's nothing you can do<br/>
You own me<br/>
<br/>
[Verse 3]<br/>
You could've made a safer bet<br/>
But what you break is what you get<br/>
You wake up in the bed you make<br/>
I think you made a big mistake<br/>
<br/>
[Chorus]<br/>
You own me<br/>
There's nothing you can do<br/>
You own me<br/>
You own me<br/>
Lucky you<br/>
You own me<br/>
There's nothing you can do<br/>
<br/>
[Bridge]<br/>
You clean yourself to meet<br/>
A man who isn't me<br/>
You're putting on a shirt<br/>
A shirt I'll never see<br/>
With letters in your coat<br/>
And no one's in your head<br/>
'Cause you're too smart to remember<br/>
You're too smart<br/>
<br/>
Lucky you<br/>
Lucky you<br/>
Lucky you</p>
<!--/sse-->
</div>"
The National,Daytrotter Session,Gospel,0,"<div class=""lyrics"">
<!--sse-->
<p>1 2 3 4<br/>
I've got two armfuls of magazines for you<br/>
I'll bring them over<br/>
So hang your holiday rainbow lights in the garden<br/>
Hang your holiday rainbow lights in the garden<br/>
And I'll, I'll bring a nice icy drink to you<br/>
<br/>
Let me come over, I can waste your time, I'm bored<br/>
Invite me to the war every night of the summer<br/>
And we'll play G.I. blood, G.I. blood<br/>
We'll stand by the pool, we'll throw out our golden arms<br/>
<br/>
Darling, can you tie my string?<br/>
Killers are calling on me<br/>
<br/>
My angel face is falling<br/>
Feathers are falling on my feet<br/>
Darling, can you tie my string?<br/>
Killers are calling on me<br/>
<br/>
Stay near your, stay near your television, set it up outside<br/>
And hang your holiday rainbow lights in the garden<br/>
Hang your holiday rainbow lights in the garden<br/>
And I'll, I'll bring a nice icy drink to you<br/>
<br/>
Let me come over, I can waste your time, I'm bored<br/>
Invite me to the war every night of the summer<br/>
And we'll play G.I. blood, G.I. blood<br/>
We'll stand by the pool, we'll throw out our golden arms<br/>
<br/>
Darling, can you tie my string?<br/>
Killers are calling on me<br/>
<br/>
My angel face is falling<br/>
Feathers are falling on my feet<br/>
My angel face is falling<br/>
Feathers are falling on my feet<br/>
<br/>
Darling, can you tie my string?<br/>
Killers are calling on me<br/>
Darling, can you tie my string?<br/>
Killers are calling on me</p>
<!--/sse-->
</div>"
The National,Daytrotter Session,Slow Show,0,"<div class=""lyrics"">
<!--sse-->
<p>[Verse 1]<br/>
Standing at the punch table, swallowing punch<br/>
Can't pay attention to the sound of anyone<br/>
A little more stupid, a little more scared<br/>
Every minute, more unprepared<br/>
<br/>
I made a mistake in my life today<br/>
Everything I love gets lost in the drawers<br/>
I want to start over, I want to be winning<br/>
Way out of sync from the beginning<br/>
<br/>
[Hook]<br/>
I wanna hurry home to you<br/>
Put on a slow, dumb show for you<br/>
And crack you up<br/>
So you can put a blue ribbon on my brain<br/>
God, I'm very, very frightening<br/>
I'll overdo it<br/>
<br/>
[Verse 2]<br/>
Looking for somewhere to stand and stay<br/>
I leaned on the wall and the wall leaned away<br/>
Can I get a minute of not being nervous<br/>
And not thinking of my dick?<br/>
<br/>
My leg is sparkles, my leg is pins<br/>
I better get my shit together, better gather my shit in<br/>
You could drive a car through my head in five minutes<br/>
From one side of it to the other<br/>
<br/>
[Hook]<br/>
I wanna hurry home to you<br/>
Put on a slow, dumb show for you<br/>
And crack you up<br/>
So you can put a blue ribbon on my brain<br/>
God, I'm very, very frightening<br/>
I'll overdo it<br/>
<br/>
[Outro]<br/>
You know I dreamed about you<br/>
For twenty-nine years before I saw you<br/>
You know I dreamed about you<br/>
I missed you for, for twenty-nine years<br/>
<br/>
You know I dreamed about you<br/>
For twenty-nine years before I saw you<br/>
You know I dreamed about you<br/>
I missed you for, for twenty-nine years</p>
<!--/sse-->
</div>"
The National,Daytrotter Session,Pretty In Pink,0,"<div class=""lyrics"">
<!--sse-->
<p>Caroline laughs and<br/>
It's raining all day<br/>
She loves to be one of the girls<br/>
She lives in the place<br/>
In the side of our lives<br/>
Where nothing is<br/>
Ever put straight<br/>
She turns herself round<br/>
And she smiles and she says<br/>
'This is it'<br/>
<br/>
'That's the end of the joke'<br/>
And loses herself<br/>
In her dreaming and sleep<br/>
And her lovers walk<br/>
Through in their coats<br/>
<br/>
Pretty in pink<br/>
Isn't she?<br/>
Pretty in pink<br/>
Isn't she?<br/>
<br/>
All of her lovers<br/>
All talk of her notes<br/>
And the flowers<br/>
That they never sent<br/>
And wasn't she easy<br/>
And isn't she<br/>
Pretty in pink<br/>
The one who insists<br/>
He was first in the line<br/>
Is the last to<br/>
Remember her name<br/>
He's walking around<br/>
In this dress<br/>
That she wore<br/>
She is gone<br/>
But the joke's the same<br/>
<br/>
Pretty in pink<br/>
Isn't she?<br/>
Pretty in pink<br/>
Isn't she?<br/>
<br/>
Caroline talks to you<br/>
Softly sometimes<br/>
She says<br/>
'I love you' and<br/>
'Too much'<br/>
She doesn't have anything<br/>
You want to steal<br/>
Well<br/>
Nothing you can touch<br/>
She waves<br/>
She buttons your shirt<br/>
The traffic<br/>
Is waiting outside<br/>
She hands you this coat<br/>
She gives you her clothes<br/>
These cars collide<br/>
<br/>
Pretty in pink<br/>
Isn't she?<br/>
Pretty in pink<br/>
Isn't she?</p>
<!--/sse-->
</div>"
The National,Cherry Tree,Wasp Nest,0,"<div class=""lyrics"">
<!--sse-->
<p>You're cussing a storm in a cocktail dress<br/>
Your mother wore when she was young<br/>
Red sun saint around your neck<br/>
A wet martini in a paper cup<br/>
You're a wasp nest<br/>
You're a wasp nest<br/>
<br/>
Your eyes are broken bottles<br/>
And I'm afraid to ask<br/>
And all your wrath and cutting beauty<br/>
You're poison in the pretty glass<br/>
You're a wasp nest<br/>
You're a wasp nest<br/>
<br/>
You're all humming live wires<br/>
Under your killing clothes<br/>
Get over here I wanna<br/>
Kiss your skinny throat<br/>
You're a wasp nest<br/>
You're a wasp nest</p>
<!--/sse-->
</div>"
The National,Cherry Tree,All The Wine,0,"<div class=""lyrics"">
<!--sse-->
<p>[Verse 1]<br/>
I'm put together so beautifully<br/>
Big wet bottle in my fist<br/>
Big wet rose in my teeth<br/>
I'm a perfect piece of ass<br/>
Like every Californian<br/>
So tall I take over the street<br/>
With high-beams shining up my back<br/>
A wingspan unbelievable<br/>
I'm a festival<br/>
I'm a parade<br/>
<br/>
[Hook]<br/>
And all the wine is all for me<br/>
And all the wine is all for me<br/>
And all the wine is all for me<br/>
<br/>
[Verse 2]<br/>
I'm a birthday candle in a circle of black girls<br/>
God is on my side<br/>
Cause I'm the child-bride<br/>
I'm so sorry but the motorcade will have to go around me this time<br/>
Cause God is on my side<br/>
And I'm the child-bride<br/>
<br/>
[Hook]<br/>
And all the wine is all for me<br/>
And all the wine is all for me<br/>
And all the wine is all for me<br/>
<br/>
[Bridge]<br/>
I carry the dollhouse safe on my shoulders<br/>
Through the black city<br/>
Nightlights are on in the corners<br/>
And everyone's sleeping upstairs<br/>
All safe and sound, all safe and sound<br/>
I won't let the psychos around<br/>
All safe and sound<br/>
I won't let the psychos around<br/>
<br/>
[Ending]<br/>
I'm in a state<br/>
I'm in a state<br/>
Nothing can touch us my love<br/>
I'm in a state<br/>
I'm in a state<br/>
Nothing can touch us my love</p>
<!--/sse-->
</div>"
The National,Cherry Tree,All Dolled Up In Straps,0,"<div class=""lyrics"">
<!--sse-->
<p>[Verse 1]<br/>
I think I saw you riding in a car<br/>
You looked happy for a woman<br/>
Black fingers in your mouth and a white<br/>
And a white pearl choker<br/>
<br/>
[Verse 2]<br/>
My head plays it over and over<br/>
Don't interrupt me<br/>
I think I saw you reaching for a glass<br/>
With your lanky white arms<br/>
Nothing else moves that way. Are you kidding me?<br/>
My head plays it over and over<br/>
Don't interrupt me<br/>
<br/>
[Chorus]<br/>
All dolled-up in straps, all colored in<br/>
Now, love, where have you been?<br/>
Dolled-up in straps, all colored in<br/>
Now, love, where have you been?<br/>
Where have you been?<br/>
<br/>
[Verse 3]<br/>
I think I saw you walking in the city<br/>
Hips like a boy's<br/>
The sun fell behind you and never stood up<br/>
My head plays it over and over<br/>
I think I heard you singing<br/>
""Oh poor sky, don't cry on me<br/>
Did somebody break your heart again?<br/>
Oh poor sky, don't cry on me<br/>
Are you gonna fall apart again?""<br/>
My head plays it over and over<br/>
<br/>
[Chorus]<br/>
All dolled-up in straps, all colored in<br/>
Now, love, where have you been?<br/>
Dolled-up in straps, all colored in<br/>
Now, love, where have you been?<br/>
Where have you been?<br/>
<br/>
[Refrain]<br/>
Oh poor sky, don't cry on me<br/>
Did somebody break your heart again?<br/>
Oh poor sky, don't cry on me<br/>
Did somebody break your heart again?<br/>
Oh poor sky, don't cry on me<br/>
Are you gonna fall apart again?<br/>
Oh poor sky, don't cry on me<br/>
Are you gonna fall apart again?</p>
<!--/sse-->
</div>"
The National,Cherry Tree,Cherry Tree,0,"<div class=""lyrics"">
<!--sse-->
<p>[Verse 1]<br/>
Take us down and all apart<br/>
Cherry tree<br/>
Lay us out on the table<br/>
You're sharp alright<br/>
<br/>
[Chorus]<br/>
But no one is asking to leave it alone<br/>
Leave it alone<br/>
Can we?<br/>
No one is asking to leave it alone<br/>
Leave it alone<br/>
Can we?<br/>
Loose lips sink ships<br/>
Loose lips sink ships<br/>
Loose lips sink ships<br/>
Loose lips sink ships<br/>
Loose lips sink ships<br/>
Loose lips sink ships<br/>
Loose lips sink ships<br/>
<br/>
[Bridge]<br/>
Don't look at me<br/>
I'm only breathing<br/>
Don't look at me; I'm indiscreet<br/>
Don't look at me<br/>
I'm only breathing<br/>
Don't look at me; I'm indiscreet<br/>
You're sharp alright<br/>
<br/>
[Chorus]<br/>
But no one is asking to leave it alone<br/>
Leave it alone<br/>
Can we?<br/>
No one is asking to leave it alone<br/>
Leave it alone<br/>
Can we?<br/>
Loose lips sink ships<br/>
Loose lips sink ships<br/>
Loose lips sink ships<br/>
Loose lips sink ships<br/>
Loose lips sink ships<br/>
Loose lips sink ships<br/>
Loose lips sink ships<br/>
<br/>
Can we show<br/>
A little discipline?<br/>
Can we show<br/>
A little discipline?<br/>
Can we?<br/>
Can we?<br/>
<br/>
Loose lips sink ships<br/>
Loose lips sink ships<br/>
Loose lips sink ships<br/>
Loose lips sink ships<br/>
Loose lips sink ships<br/>
Loose lips sink ships<br/>
Loose lips sink ships<br/>
Loose lips<br/>
<br/>
[Outro]<br/>
Can we show<br/>
A little discipline?<br/>
Can we show<br/>
A little discipline?<br/>
Can we?<br/>
Can we?<br/>
<br/>
Loose lips sink ships<br/>
Loose lips sink ships<br/>
Loose lips sink ships<br/>
Loose lips sink ships<br/>
Loose lips sink ships<br/>
Loose lips sink ships<br/>
Loose lips sink ships</p>
<!--/sse-->
</div>"
The National,Cherry Tree,About Today,0,"<div class=""lyrics"">
<!--sse-->
<p>[Verse 1]<br/>
Today<br/>
You were far away<br/>
And I<br/>
Didn't ask you ""Why?""<br/>
What could I say?<br/>
I was far away<br/>
You just walked away<br/>
And I just watched you<br/>
What could I say?<br/>
<br/>
[Chorus]<br/>
How close am I<br/>
To losing you?<br/>
<br/>
[Verse 2]<br/>
Tonight<br/>
You just close your eyes<br/>
And I just watch you<br/>
Slip away<br/>
<br/>
[Chorus]<br/>
How close am I<br/>
To losing you?<br/>
<br/>
[Verse 3]<br/>
Hey<br/>
Are you awake?<br/>
Yeah, I'm right here<br/>
Well, can I ask you<br/>
About today?<br/>
<br/>
[Chorus]<br/>
How close am I<br/>
To losing you?<br/>
How close am I<br/>
To losing?</p>
<!--/sse-->
</div>"
The National,Cherry Tree,Murder Me Rachael,0,"<div class=""lyrics"">
<!--sse-->
<p>[Intro]<br/>
I saw my love with pretty boy<br/>
I saw my love with pretty boy<br/>
<br/>
[Verse 1]<br/>
Murder me Rachael; I made a mistake<br/>
I loved her to ribbons<br/>
Loved her to ribbons<br/>
Murder me Rachael; I made a mistake<br/>
Murder me Rachael<br/>
Murder me Rachael<br/>
<br/>
[Refrain]<br/>
I saw my love with pretty boy<br/>
I saw my love with pretty boy<br/>
So say goodbye to pretty boy<br/>
Just say goodbye to pretty boy<br/>
<br/>
[Verse 2]<br/>
Her pretty little ribbons<br/>
Her pretty little name<br/>
Sew it in my skin<br/>
Never go away<br/>
Her pretty little ribbons<br/>
Her pretty little name<br/>
I sew it in my skin<br/>
She'll never go away<br/>
<br/>
[Refrain]<br/>
I saw my love with pretty boy<br/>
I saw my love with pretty boy<br/>
So say goodbye to pretty boy<br/>
Just say goodbye to pretty boy<br/>
Tomorrow won't be pretty<br/>
Tomorrow won't be pretty<br/>
<br/>
[Outro]<br/>
Love her to ribbons<br/>
Love her to ribbons<br/>
Love her to ribbons<br/>
Love her to ribbons<br/>
Love her, love her to ribbons<br/>
Love her to ribbons<br/>
Love her to ribbons<br/>
Love her to ribbons</p>
<!--/sse-->
</div>"
The National,Cherry Tree,Reasonable Man I Dont Mind,0,"<div class=""lyrics"">
<!--sse-->
<p>I don't mind losing a girl to herself<br/>
A quiet love is better than none<br/>
And I don't mind losing a friend to a friend<br/>
If only to be a reasonable man<br/>
<br/>
And I don't mind waiting if it's for the best<br/>
A careful heart is better than none<br/>
I don't mind painting my back with the past<br/>
Pictures in resolute pain<br/>
Smoothing the laugh o'er the lane<br/>
<br/>
But if it happens to you<br/>
The same kind of deal<br/>
I recommend fire<br/>
Instead of the fool<br/>
<br/>
I don't mind shaking your hand at the door<br/>
If only to be a resolute man (Pictures in resolute pain)<br/>
If only to be a resolute man<br/>
If only to be a resolute man<br/>
<br/>
But if it happens to you<br/>
The same kind of deal<br/>
I recommend fire<br/>
Instead of the fool<br/>
<br/>
I don't mind shaking your hand at the door<br/>
If only to be a resolute man (Pictures in resolute pain)<br/>
If only to be a resolute man<br/>
If only to be a resolute man<br/>
<br/>
If only to be a reasonable man<br/>
If only to be a reasonable man</p>
<!--/sse-->
</div>"
The National,High Violet Expanded Edition Bonus Disc,Terrible Love Alternate Version,0,"<div class=""lyrics"">
<!--sse-->
<p>[Verse 1<br/>
It's a terrible love and I'm walking with spiders<br/>
It's a terrible love and I'm walking in<br/>
It's a terrible love and I'm walking with spiders<br/>
It's a terrible love and I'm walking in<br/>
<br/>
[Pre-Chorus]<br/>
It's quiet company<br/>
It's quiet company<br/>
<br/>
[Verse 1]<br/>
It's a terrible love and I'm walking with spiders<br/>
It's a terrible love and I'm walking in<br/>
It's a terrible love and I'm walking with spiders<br/>
It's a terrible love and I'm walking in<br/>
<br/>
[Pre-Chorus]<br/>
It's quiet company<br/>
It's quiet company<br/>
It's quiet company<br/>
<br/>
[Chorus 1]<br/>
And I can't fall asleep<br/>
Without a little help<br/>
It takes a while to settle down my shivered bones<br/>
Until the panic's out<br/>
<br/>
[Bridge]<br/>
It takes an ocean not to break<br/>
It takes an ocean not to break<br/>
It takes an ocean not to break<br/>
It takes an ocean not to break<br/>
<br/>
[Pre-Chorus]<br/>
Company<br/>
It's quiet company<br/>
It's quiet company<br/>
It's quiet company<br/>
<br/>
[Chorus 2]<br/>
But I won't follow you<br/>
Into the rabbit hole<br/>
I said I would, but then I saw your shivered bones<br/>
They didn't want me to<br/>
<br/>
[Verse 1]<br/>
It's a terrible love and I'm walking with spiders<br/>
It's a terrible love and I'm walking in<br/>
It's a terrible love and I'm walking with spiders<br/>
It's a terrible love and I'm walking in<br/>
<br/>
[Bridge]<br/>
It takes an ocean not to break<br/>
It takes an ocean not to break<br/>
It takes an ocean not to break</p>
<!--/sse-->
</div>"
The National,High Violet Expanded Edition Bonus Disc,Wake Up Your Saints,0,"<div class=""lyrics"">
<!--sse-->
<p>I had a hole in the middle where the lightning went through<br/>
I told my friends not to worry, my wife would know how to fix it<br/>
Hole in the middle, I'm seeing less of you<br/>
Now I'm not going anywhere and I don't know what I'll do<br/>
<br/>
It's easy to lose your grip<br/>
It's easy<br/>
<br/>
I never tell my decisions to the ones I adore<br/>
I just show up like a bible breather outside the door<br/>
But when I look out the window I see Girls on TV<br/>
Living and dying in L.A. and it means nothing to me<br/>
<br/>
It's easy to lose your grip<br/>
It's easy<br/>
<br/>
It's easy to lose your grip<br/>
It's easy<br/>
<br/>
So I walk through the streets I love<br/>
And I'm led to the house I built<br/>
So I walk through the streets I love<br/>
And I lay in your bed again<br/>
<br/>
Wake up your saints Jenny, I need them<br/>
Jenny, I need them<br/>
Today<br/>
<br/>
Wake up your saints Jenny, I need them<br/>
Jenny, I need them<br/>
Today<br/>
<br/>
I didn't have to explain to her that I wasn't deaf<br/>
She sat me down and lit some colored candles over my head<br/>
She said you're right, it's a living, but you're wrong for the life<br/>
You know you never should've listened to my father's advice<br/>
<br/>
It's easy to lose your grip<br/>
It's easy<br/>
<br/>
It's easy to lose your grip<br/>
It's easy<br/>
<br/>
So I walk through the streets I love<br/>
And I'm led to the house I built<br/>
So I walk through the streets I love<br/>
And I lay in your bed again<br/>
<br/>
Wake up your saints Jenny, I need them<br/>
Jenny, I need them<br/>
Today<br/>
<br/>
Wake up your saints Jenny, I need them<br/>
Jenny, I need them<br/>
Today</p>
<!--/sse-->
</div>"
The National,High Violet Expanded Edition Bonus Disc,You Were A Kindness,0,"<div class=""lyrics"">
<!--sse-->
<p>I was in a fog, I didn't notice everything<br/>
Was coming all apart inside of me<br/>
There wasn't anyway for anyone to settle in<br/>
You made a slow disaster out of me<br/>
There's a radiant darkness upon us<br/>
I don't want you to worry<br/>
I was careful but nothing is harmless<br/>
Baby, you better hurry<br/>
<br/>
You were a kindness when I was a stranger<br/>
But I wouldn't ask for what I didn't need<br/>
Everything's weird and we're always in danger<br/>
Why would you shatter somebody like me?<br/>
<br/>
It doesn't work that way<br/>
Wanting not to want you won't make it so<br/>
It doesn't work that way<br/>
Don't leave me here alone<br/>
<br/>
<br/>
I'll do what I can to be a confident wreck<br/>
Can't feel this way forever, I mean<br/>
There wasn't any way for anyone to settle in<br/>
You made a slow disaster out of me<br/>
There's a radiant darkness upon us<br/>
But I don't want you to worry<br/>
I was careful but nothing is harmless<br/>
Baby, you better hurry<br/>
<br/>
You were a kindness when I was a stranger<br/>
But I wouldn't ask for what I didn't need<br/>
Everything's weird and we're always in danger<br/>
Why would you shatter somebody like<br/>
<br/>
It doesn't work that way<br/>
Wanting not to want you doesn't make it so<br/>
It doesn't work that way<br/>
Don't leave me here alone<br/>
It doesn't work that way<br/>
Wanting not to want you doesn't make it so<br/>
It doesn't work that way<br/>
Don't leave me here alone</p>
<!--/sse-->
</div>"
The National,High Violet Expanded Edition Bonus Disc,Walk Off,0,"<div class=""lyrics"">
<!--sse-->
<p>[Verse 1]<br/>
Every house on the street will get on their feet<br/>
Carry the sleepers out into the weather<br/>
From the violet cities<br/>
The violet cities<br/>
<br/>
[Pre-Chorus 2]<br/>
They'll turn on their lights and open their eyes<br/>
Drop to their knees and they'll drink from the river<br/>
In the violet cities<br/>
The violet cities<br/>
<br/>
[Chorus]<br/>
On and on, they'll lead us on and<br/>
On and on, they'll lead us on<br/>
We'll all get high and walk off<br/>
Into the country, ridiculous country<br/>
Where the blue sky will smother us<br/>
Believe me, believe me, believe me<br/>
The blue sky will smother us<br/>
<br/>
[Pre-Chorus 2]<br/>
They'll open their doors and they'll sing to the sun<br/>
We don't know anymore how to glitter, we come<br/>
From the violet cities<br/>
The violet cities<br/>
<br/>
[Verse 2]<br/>
If we stand there and stare and everyone's calm<br/>
They may never find out that we came here at all<br/>
From the violet cities<br/>
The violet cities<br/>
<br/>
[Chorus]<br/>
On and on, they'll lead us on and<br/>
On and on, they'll lead us on<br/>
We'll all get high and walk off<br/>
Into the country, ridiculous country<br/>
Where the blue sky will smother us<br/>
Believe me, believe me, believe me<br/>
The blue sky will smother us<br/>
Believe me, believe me, believe me</p>
<!--/sse-->
</div>"
The National,High Violet Expanded Edition Bonus Disc,Sin Eaters,0,"<div class=""lyrics"">
<!--sse-->
<p>[Verse 1]<br/>
Wall Street jumps in the Hudson river<br/>
With gold in their bathing suits<br/>
Then we send in the miracle fairies<br/>
That's all we do<br/>
<br/>
[Chorus]<br/>
Want to give a withering speech to the fucks<br/>
Want to give a withering speech to the fucks<br/>
<br/>
[Verse 2]<br/>
We had beautiful views of the<br/>
Weather coming for us<br/>
We'll dive in with the sin eaters<br/>
While they suck it all up<br/>
<br/>
[Chorus]<br/>
Want to give a withering speech to the fucks<br/>
Want to give a withering speech to the fucks<br/>
<br/>
[Bridge]<br/>
Save my young white neck, it ain't my fault<br/>
Save my young white neck, it ain't my fault</p>
<!--/sse-->
</div>"
The National,High Violet Expanded Edition Bonus Disc,Bloodbuzz Ohio,0,"<div class=""lyrics"">
<!--sse-->
<p>[Verse 1]<br/>
Stand up straight at the foot of your love<br/>
I lift my shirt up<br/>
Stand up straight at the foot of your love<br/>
I lift my shirt up<br/>
<br/>
[Pre-Chorus]<br/>
I was carried to Ohio in a swarm of bees<br/>
I never married but Ohio don't remember me<br/>
<br/>
[Verse 2]<br/>
Lay my head on the hood of your car<br/>
I take it too far<br/>
Lay my head on the hood of your car<br/>
I take it too far<br/>
<br/>
[Chorus]<br/>
I still owe money to the money to the money I owe<br/>
I never thought about love when I thought about home<br/>
I still owe money to the money to the money I owe<br/>
The floors are falling down from everybody I know<br/>
<br/>
[Hook]<br/>
I'm on a blood buzz<br/>
Yes I am<br/>
I'm on a blood buzz<br/>
I'm on a blood buzz<br/>
God I am<br/>
I'm on a blood buzz<br/>
<br/>
[Pre-Chorus]<br/>
I was carried to Ohio in a swarm of bees<br/>
I never married but Ohio don't remember me<br/>
<br/>
[Chorus]<br/>
I still owe money to the money to the money I owe<br/>
I never thought about love when I thought about home<br/>
I still owe money to the money to the money I owe<br/>
The floors are falling down from everybody I know<br/>
<br/>
[Hook]<br/>
I'm on a blood buzz<br/>
Yes I am<br/>
I'm on a blood buzz<br/>
I'm on a blood buzz<br/>
God I am<br/>
I'm on a blood buzz</p>
<!--/sse-->
</div>"
The National,High Violet Expanded Edition Bonus Disc,Anyones Ghost,0,"<div class=""lyrics"">
<!--sse-->
<p>[Verse 1]<br/>
Say you stayed at home<br/>
Alone with the flu<br/>
Find out from friends<br/>
That wasn't true<br/>
Go out at night with your headphones on, again<br/>
And walk through the Manhattan valleys of the dead<br/>
<br/>
[Hook]<br/>
Didn't want to be your ghost<br/>
Didn't want to be anyone's ghost<br/>
Didn't want to be your ghost<br/>
Didn't want to be anyone's ghost<br/>
<br/>
[Refrain]<br/>
But I don't want anybody else<br/>
I don't want anybody else<br/>
<br/>
[Verse 2]<br/>
You said I came close<br/>
As anyone's come<br/>
To live underwater<br/>
For more than a month<br/>
You said it was night inside my heart, it was<br/>
You said it should tear a kid apart, it does<br/>
<br/>
[Hook]<br/>
Didn't want to be your ghost<br/>
Didn't want to be anyone's ghost<br/>
Didn't want to be your ghost<br/>
Didn't want to be anyone's ghost<br/>
<br/>
[Refrain]<br/>
But I don't want anybody else<br/>
I don't want anybody else<br/>
I don't want anybody else<br/>
I don't want anybody else<br/>
<br/>
[Bridge]<br/>
I had a hole in the middle where the lightning went through<br/>
I told my friends not to worry<br/>
I had a hole in the middle someone's sideshow to do<br/>
I told my friends not to worry<br/>
<br/>
[Hook]<br/>
Didn't want to be your ghost<br/>
Didn't want to be anyone's ghost<br/>
Didn't want to be your ghost<br/>
Didn't want to be anyone's ghost</p>
<!--/sse-->
</div>"
The National,High Violet Expanded Edition Bonus Disc,England,0,"<div class=""lyrics"">
<!--sse-->
<p>[Verse 1]<br/>
Someone send a runner<br/>
Through the weather that I'm under<br/>
For the feeling that I lost today?<br/>
Someone send a runner<br/>
For the feeling that I lost today?<br/>
<br/>
[Verse 2]<br/>
Someone send a runner<br/>
Through the weather that I'm under<br/>
For the feeling that I lost today?<br/>
Can someone send a runner<br/>
For the feeling that I lost today?<br/>
<br/>
[Pre-Chorus]<br/>
You must be somewhere in London<br/>
You must be loving your life in the rain<br/>
You must be somewhere in London<br/>
Walking Abbey Lane<br/>
<br/>
I don't even think to make<br/>
I don't even think to make<br/>
I don't even think to make corrections<br/>
<br/>
[Chorus]<br/>
Famous angels never come through England<br/>
England gets the ones you never need<br/>
I'm in a Los Angeles cathedral<br/>
Minor singin' airheads sing for me<br/>
<br/>
[Verse 3]<br/>
Put an ocean and a river between everybody else<br/>
Between everything, yourself and home<br/>
Put an ocean and a river<br/>
Between everything, yourself and home<br/>
<br/>
[Pre-Chorus]<br/>
You must be somewhere in London<br/>
You must be loving your life in the rain<br/>
You must be somewhere in London<br/>
Walking Abbey Lane<br/>
<br/>
I don't even think to make<br/>
I don't even think to make<br/>
I don't even think to make corrections<br/>
<br/>
[Chorus]<br/>
Famous angels never come through England<br/>
England gets the ones you never need<br/>
I'm in a Los Angeles cathedral<br/>
Minor singin' airheads sing for me<br/>
<br/>
[Outro]<br/>
Afraid of the house, stay the night with the sinners<br/>
Afraid of the house, stay the night with the sinners<br/>
Afraid of the house, 'cause they're desperate to entertain<br/>
Afraid of the house, stay the night with the sinners<br/>
Afraid of the house, stay the night with the sinners<br/>
Afraid of the house, 'cause they're desperate to entertain<br/>
Afraid of the house, stay the night with the sinners<br/>
Afraid of the house, stay the night with the sinners<br/>
Afraid of the house, 'cause they're desperate to entertain<br/>
Afraid of the house, stay the night with the sinners<br/>
Afraid of the house, stay the night with the sinners<br/>
Afraid of the house, cause they're desperate to entertain<br/>
Afraid of the house, stay the night with the sinners<br/>
Afraid of the house, stay the night with the sinners<br/>
Afraid of the house, 'cause they're desperate to entertain</p>
<!--/sse-->
</div>"
